,Company,TypeName,Inches,Ram,OpSys,Weight,Price,Resolution_Width,Resolution_Height,CPU Brand,CPU Series,CPU Frequency,Storage Capacity,Storage Type,Gpu_Brand,Gpu_Model
341,Lenovo,Notebook,15.6,12,Windows 10,2.2,47898.72,1920.0,1080.0,AMD,A12-Series 9720P,3.6,2000,HDD,AMD,Radeon 530
342,HP,Notebook,15.6,8,Windows 10,2.1,38148.48,1920.0,1080.0,Intel,Core i3 7100U,2.4,1000,HDD,Nvidia,GeForce 930MX 
343,Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,111834.72,3840.0,2160.0,Intel,Core i7 8550U,1.8,512,SSD,Intel,UHD Graphics 620
344,Dell,Ultrabook,13.3,8,Windows 10,1.2,84129.12,1920.0,1080.0,Intel,Core i7 8550U,1.8,256,SSD,Intel,UHD Graphics 620
345,Lenovo,Gaming,15.6,16,Windows 10,2.4,60153.12,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,2256,Hybrid,Nvidia,GeForce GTX 1050 Ti
346,HP,Notebook,14.0,2,Windows 10,1.44,14865.12,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,32,Flash Storage,Intel,HD Graphics 400
347,Dell,Ultrabook,15.6,16,Windows 10,1.88,85672.1088,1920.0,1080.0,Intel,Core i7 8650U,1.9,768,SSD,Intel,UHD Graphics 620
348,Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,19980.0,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,32,Flash Storage,Intel,HD Graphics 500
349,Dell,Ultrabook,15.6,8,Windows 10,1.9,35324.64,1920.0,1080.0,Intel,Core i5 8250U,1.6,1000,HDD,AMD,Radeon 530
350,Dell,Notebook,15.6,16,Windows 10,2.06,108020.9376,3840.0,2160.0,Intel,Core i7 7700HQ,2.8,512,SSD,Nvidia,GeForce GTX 1050
351,HP,Notebook,15.6,8,Windows 10,1.84,69477.12,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
352,MSI,Gaming,17.3,8,Windows 10,2.7,75071.52,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1060
353,HP,Workstation,15.6,8,Windows 10,2.6,92615.0256,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,256,SSD,Nvidia,Quadro M1200
354,Toshiba,Notebook,15.6,16,Windows 10,2.4,74751.84,1920.0,1080.0,Intel,Core i7 6500U,2.5,512,SSD,Nvidia,GeForce 930M
355,Dell,Notebook,15.6,8,Windows 10,2.02,51729.55199999999,1920.0,1080.0,Intel,Core i7 8550U,1.8,2128,Hybrid,AMD,Radeon 530
356,Lenovo,Notebook,15.6,4,No OS,2.2,17155.627200000003,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,1000,HDD,Intel,HD Graphics 500
357,Dell,Gaming,15.6,8,Windows 10,2.65,53226.72,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1000,HDD,Nvidia,GeForce GTX 1050
358,Dell,Notebook,15.6,8,Windows 10,2.36,29696.6736,1366.0,768.0,Intel,Core i5 7200U,2.5,2000,HDD,Intel,HD Graphics 620
359,Dell,Notebook,14.0,8,Windows 10,1.36,76030.56,1920.0,1080.0,Intel,Core i5 7300U,2.6,256,SSD,Intel,HD Graphics 620
360,HP,Notebook,15.6,4,Windows 10,1.86,23389.92,1366.0,768.0,Intel,Core i3 6006U,2,500,HDD,Intel,HD Graphics 520
361,Asus,Notebook,14.0,8,Windows 10,2.0,50349.6,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
362,Lenovo,Notebook,17.3,6,Windows 10,2.8,38308.32,1600.0,900.0,Intel,Core i5 7200U,2.5,1128,Hybrid,Nvidia,GeForce GTX 940MX
363,HP,Notebook,15.6,8,Windows 10,1.86,34045.92,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
364,Lenovo,Notebook,15.6,8,No OS,2.2,26586.72,1366.0,768.0,Intel,Core i3 6006U,2,256,SSD,Nvidia,GeForce 920MX 
365,HP,Notebook,15.6,8,Windows 10,2.04,20725.92,1366.0,768.0,Intel,Pentium Quad Core N3710,1.6,2000,HDD,Intel,HD Graphics 405
366,Dell,Notebook,17.3,8,Windows 10,2.8,57808.8,1920.0,1080.0,Intel,Core i5 8250U,1.6,1128,Hybrid,AMD,Radeon 530
367,Lenovo,Gaming,15.6,8,No OS,2.4,43103.52,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1128,Hybrid,Nvidia,GeForce GTX 1050
368,Dell,Notebook,15.6,8,Windows 10,2.33,47898.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,AMD,Radeon R7 M445
369,HP,Ultrabook,14.0,8,Windows 10,1.36,93240.0,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
370,Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,58554.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,2512,Hybrid,Nvidia,GeForce GT 940MX
371,Acer,Notebook,15.6,4,Windows 10,2.1,22697.28,1366.0,768.0,AMD,A9-Series 9420,3,128,SSD,AMD,Radeon R5
372,Asus,Gaming,17.3,16,Windows 10,3.25,117162.72,1920.0,1080.0,AMD,Ryzen 1700,3,1256,Hybrid,AMD,Radeon RX 580
373,Lenovo,Notebook,17.3,4,Windows 10,2.6,26053.92,1600.0,900.0,AMD,A8-Series 7410,2.2,128,SSD,AMD,Radeon R5
374,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,46300.85279999999,1920.0,1080.0,Intel,Core i7 8550U,1.8,256,SSD,Intel,UHD Graphics 620
375,HP,Notebook,15.6,4,Windows 10,1.91,26053.3872,1920.0,1080.0,AMD,A9-Series 9420,3,256,SSD,AMD,Radeon R5
376,Lenovo,Netbook,11.6,4,Windows 10,1.59,29463.84,1366.0,768.0,Intel,Celeron Quad Core N3450,1.1,128,SSD,Intel,HD Graphics 500
377,Dell,Notebook,15.6,4,Windows 10,1.8,16463.52,1366.0,768.0,Intel,Celeron Dual Core N3060,1.60,500,HDD,Intel,HD Graphics 400
378,Asus,Notebook,14.0,4,Windows 10,1.5,15238.08,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,32,Flash Storage,Intel,HD Graphics 500
379,Acer,Notebook,15.6,8,Linux,2.4,45074.88,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1000,HDD,Nvidia,GeForce GTX 1050
380,HP,Gaming,17.3,8,Windows 10,3.35,63456.48,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050
381,Lenovo,Notebook,15.6,4,No OS,1.85,21498.48,1920.0,1080.0,Intel,Core i3 6006U,2,128,SSD,Intel,HD Graphics 520
382,Asus,Gaming,15.6,8,Windows 10,2.3,88178.4,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1060
383,Lenovo,Notebook,14.0,8,Windows 10,1.5,58554.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Nvidia,GeForce 940MX
384,Asus,Ultrabook,13.3,16,Windows 10,1.1,93181.392,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
385,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,121584.96,2560.0,1440.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
386,Lenovo,Notebook,13.3,4,Windows 10,1.5,29250.72,1920.0,1080.0,Intel,Core i3 7100U,2.4,128,SSD,Intel,HD Graphics 620
387,Dell,Workstation,15.6,8,Windows 10,2.23,72940.31999999999,1920.0,1080.0,Intel,Core i5 6440HQ,2.6,500,HDD,AMD,FirePro W5130M
388,Dell,Workstation,15.6,8,Windows 10,2.0,113752.8,1920.0,1080.0,Intel,Core i7 6820HQ,2.7,256,SSD,Nvidia,Quadro M1200
389,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,133679.52,2560.0,1440.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
390,Asus,Gaming,17.3,8,Windows 10,3.0,55357.92,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1000,HDD,Nvidia,GeForce GTX 1050
391,Asus,Gaming,17.3,16,Windows 10,3.0,84768.48,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1050 Ti
392,Acer,Notebook,15.6,12,Windows 10,2.2,36975.7872,1366.0,768.0,Intel,Core i5 8250U,1.6,1000,HDD,Nvidia,GeForce MX130
393,MSI,Gaming,17.3,8,Windows 10,2.7,71874.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,256,SSD,Nvidia,GeForce GTX 1050 Ti
394,Dell,Notebook,15.6,8,Linux,2.33,41498.1936,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,AMD,Radeon R7 M445
395,HP,Ultrabook,15.6,4,Windows 10,1.91,26586.72,1920.0,1080.0,AMD,A9-Series 9420,3,256,SSD,AMD,Radeon 520
396,Lenovo,Notebook,15.6,8,Windows 10,2.1,65510.9568,1920.0,1080.0,Intel,Core i7 8550U,1.8,256,SSD,AMD,Radeon RX 550
397,Lenovo,Notebook,14.0,8,Windows 10,1.9,49976.64,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
398,Dell,Workstation,15.6,8,Windows 10,1.78,144495.36,3840.0,2160.0,Intel,Core i7 7700HQ,2.8,256,SSD,Nvidia,Quadro M1200
399,Lenovo,Ultrabook,14.0,16,Windows 10,1.13,139860.0,2560.0,1440.0,Intel,Core i7 7500U,2.7,1000,SSD,Intel,HD Graphics 620
400,Lenovo,Notebook,15.6,4,Windows 10,2.2,16303.68,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,1000,HDD,Intel,HD Graphics 500
401,Asus,Gaming,17.3,16,Windows 10,2.9,81465.12,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1050
402,Lenovo,Notebook,15.6,8,Windows 10,2.1,60978.96,1920.0,1080.0,Intel,Core i5 8250U,1.6,1256,Hybrid,AMD,Radeon RX 550
403,Acer,Notebook,15.6,8,Linux,2.5,46833.12,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,256,SSD,Nvidia,GeForce GTX 1050
404,MSI,Gaming,17.3,16,Windows 10,2.8,119826.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1070
405,Asus,Ultrabook,14.0,8,Windows 10,1.1,99793.44,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
406,Toshiba,Ultrabook,13.3,16,Windows 10,1.2,93080.16,1920.0,1080.0,Intel,Core i7 6500U,2.5,512,SSD,Intel,HD Graphics 520
407,Dell,Ultrabook,14.0,8,Windows 10,1.36,89510.4,1920.0,1080.0,Intel,Core i7 7600U,2.8,512,SSD,Intel,HD Graphics
408,Lenovo,Notebook,15.6,4,Windows 10,2.2,21791.52,1920.0,1080.0,Intel,Core i3 6006U,2,500,HDD,Intel,HD Graphics 520
409,Lenovo,Notebook,11.6,2,Windows 10,1.15,16221.096,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,32,Flash Storage,Intel,HD Graphics 500
410,Lenovo,Workstation,15.6,8,Windows 10,2.67,102564.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,512,SSD,Nvidia,Quadro M1200
411,Lenovo,Ultrabook,14.0,8,Windows 10,1.7,103523.04,2560.0,1440.0,Intel,Core i7 7700HQ,2.8,512,SSD,Nvidia,GeForce GT 940MX
412,HP,Notebook,15.6,4,Windows 10,2.1,24988.32,1920.0,1080.0,Intel,Core i3 6006U,2,1000,HDD,AMD,Radeon 520
413,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,42038.4528,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
414,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,49443.84,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
415,Dell,Notebook,15.6,4,Linux,2.3,31909.392,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,AMD,Radeon R5 M430
416,Dell,Notebook,13.3,4,Windows 10,1.65,36709.92,1366.0,768.0,Intel,Core i3 6006U,2,128,SSD,Intel,HD Graphics 520
417,HP,Ultrabook,14.0,8,Windows 10,1.43,79920.0,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
418,Dell,Notebook,15.6,8,Windows 10,2.14,28768.536,1366.0,768.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
419,Lenovo,Ultrabook,14.0,8,Windows 10,1.75,64755.44640000001,1920.0,1080.0,Intel,Core i7 8550U,1.8,256,SSD,AMD,Radeon RX 550
420,Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,101178.72,3840.0,2160.0,Intel,Core i7 7700HQ,2.8,512,SSD,Nvidia,GeForce GTX 1050
421,Chuwi,Notebook,12.3,6,Windows 10,1.4,23922.72,2736.0,1824.0,Intel,Celeron Quad Core N3450,1.1,64,Flash Storage,Intel,HD Graphics 500
422,HP,Notebook,15.6,8,Windows 10,2.31,76030.56,1920.0,1080.0,Intel,Core i7 7820HQ,2.9,256,SSD,Intel,HD Graphics 630
423,Asus,Notebook,15.6,8,Linux,2.3,31808.16,1920.0,1080.0,Intel,Core i3 7100U,2.4,1000,HDD,Nvidia,GeForce 940MX
424,Dell,Gaming,17.3,16,Windows 10,4.42,149130.72,2560.0,1440.0,Intel,Core i7 7820HK,2.9,1256,Hybrid,Nvidia,GeForce GTX 1070
425,Dell,Gaming,15.6,8,Windows 10,2.62,61751.52,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050 Ti
426,Dell,Notebook,15.6,8,Windows 10,2.02,60867.072,1920.0,1080.0,Intel,Core i7 8550U,1.8,2256,Hybrid,AMD,Radeon 530
427,Dell,Ultrabook,14.0,8,Linux,1.6,58554.72,1920.0,1080.0,Intel,Core i7 7600U,2.8,256,SSD,Intel,HD Graphics 620
428,HP,Gaming,17.3,12,Windows 10,3.35,106506.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1070
429,Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,15930.72,1920.0,1080.0,Intel,Celeron Dual Core N3350,1.1,32,SSD,Intel,HD Graphics 500
430,Samsung,Netbook,11.6,4,Chrome OS,1.15,14332.32,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,16,Flash Storage,Intel,HD Graphics 400
431,Lenovo,Notebook,13.3,8,Windows 10,1.4,53812.8,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
432,Lenovo,Notebook,14.0,4,Windows 10,1.7,31914.72,1920.0,1080.0,Intel,Core i3 7130U,2.7,128,SSD,Intel,HD Graphics 620
433,Lenovo,Workstation,15.6,16,Windows 10,2.3,130269.6,3840.0,2160.0,Intel,Core i7 7600U,2.8,512,SSD,Nvidia,GeForce 940MX
434,Lenovo,Notebook,15.6,16,Windows 10,2.5,130482.72,1920.0,1080.0,Intel,Core i7 7820HQ,2.9,512,SSD,Nvidia,Quadro M2200M
435,Asus,Gaming,17.3,8,Windows 10,3.2,90309.6,1920.0,1080.0,AMD,Ryzen 1600,3.2,1256,Hybrid,AMD,Radeon RX 580
436,HP,Notebook,15.6,4,Windows 10,2.1,18488.16,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,500,HDD,Intel,HD Graphics 400
437,Google,Ultrabook,12.3,16,Chrome OS,1.1,117162.72,2400.0,1600.0,Intel,Core i7 7Y75,1.3,512,SSD,Intel,HD Graphics 615
438,Lenovo,Ultrabook,14.0,24,Windows 10,1.32,126912.96,2560.0,1440.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
439,Asus,Notebook,15.6,4,Linux,2.0,29783.52,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
440,Lenovo,Notebook,17.3,8,Windows 10,2.8,27652.32,1600.0,900.0,AMD,A6-Series 9220,2.5,1000,HDD,AMD,Radeon R4
441,Dell,Notebook,15.6,4,Windows 10,2.2,39906.72,1920.0,1080.0,Intel,Core i5 8250U,1.6,256,SSD,AMD,Radeon 530
442,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,76137.12,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
443,Lenovo,Notebook,15.6,4,Windows 10,2.2,18594.72,1920.0,1080.0,Intel,Pentium Quad Core N4200,1.1,128,SSD,Intel,HD Graphics 505
444,HP,Gaming,15.6,8,Windows 10,2.2,58554.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050
445,Dell,Notebook,14.0,8,Windows 10,1.64,62817.12,1920.0,1080.0,Intel,Core i5 7440HQ,2.8,256,SSD,Nvidia,GeForce 930MX
446,Acer,Notebook,15.6,4,Linux,2.4,23539.104,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
447,Dell,Workstation,15.6,8,Windows 10,2.23,106187.04,1920.0,1080.0,Intel,Xeon E3-1505M V6,3,1064,HDD,Nvidia,Quadro M620
448,MSI,Gaming,15.6,8,Windows 10,2.2,54757.9872,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,256,SSD,Nvidia,GeForce GTX 1050
449,Microsoft,Ultrabook,13.5,16,Windows 10 S,1.25,137941.91999999998,2256.0,1504.0,Intel,Core i7 7660U,2.5,512,SSD,Intel,Iris Plus Graphics 640
450,HP,Notebook,15.6,8,Windows 10,1.91,31381.92,1366.0,768.0,Intel,Core i5 7200U,2.5,128,SSD,Intel,HD Graphics 620
451,Dell,Workstation,15.6,16,Windows 10,2.17,105228.0,1920.0,1080.0,Intel,Core i7 6820HQ,2.7,256,SSD,Nvidia,Quadro M620
452,HP,Workstation,15.6,8,Windows 10,2.31,81731.52,1920.0,1080.0,Intel,Core i7 7820HQ,2.9,512,SSD,Intel,HD Graphics 620
453,Lenovo,Notebook,14.0,8,Windows 10,1.65,71661.59999999999,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
454,Dell,Notebook,15.6,8,Windows 10,2.36,52161.12,1920.0,1080.0,Intel,Core i7 8550U,1.8,1128,Hybrid,AMD,Radeon 530
455,Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,25521.12,1366.0,768.0,Intel,Pentium Quad Core N3710,1.6,500,HDD,Intel,HD Graphics 405
456,Dell,Notebook,17.3,8,Windows 10,4.42,109010.88,1920.0,1080.0,Intel,Core i7 7700HQ,2.7,1000,HDD,Nvidia,GeForce GTX 1060
457,Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,52693.92,2256.0,1504.0,Intel,Core M m3-7Y30,2.2,128,SSD,Intel,HD Graphics 615
458,Microsoft,Ultrabook,13.5,8,Windows 10 S,1.25,95850.72,2256.0,1504.0,Intel,Core i7 7660U,2.5,256,SSD,Intel,Iris Plus Graphics 640
459,HP,Notebook,17.3,8,Windows 10,2.5,34093.872,1600.0,900.0,Intel,Core i3 6006U,2,256,SSD,Intel,HD Graphics 520
460,Acer,Notebook,15.6,4,Windows 10,2.23,28984.32,1920.0,1080.0,Intel,Core i3 6006U,2,1000,HDD,Nvidia,GeForce 940MX
461,Acer,Netbook,11.6,4,Windows 10,1.4,23176.8,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,128,SSD,Intel,HD Graphics 400
462,Asus,Notebook,15.6,8,Windows 10,2.37,39906.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
463,Lenovo,Notebook,14.0,8,No OS,1.5,42570.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,AMD,Radeon R7 M460
464,Lenovo,Notebook,15.6,8,Windows 10,2.67,111355.2,1920.0,1080.0,Intel,Core i7 7820HQ,2.9,256,SSD,Nvidia,Quadro M2200M
465,Asus,Notebook,15.6,4,Windows 10,2.0,16197.12,1366.0,768.0,Intel,Pentium Quad Core N4200,1.1,500,HDD,Intel,HD Graphics 500
466,Acer,Notebook,15.6,4,Windows 10,2.2,24988.32,1366.0,768.0,Intel,Core i3 6006U,2,500,HDD,Nvidia,GeForce GTX 940MX
467,Dell,Notebook,15.6,8,Windows 10,2.02,40439.52,1920.0,1080.0,Intel,Core i5 8250U,1.6,2000,HDD,AMD,Radeon 530
468,HP,Gaming,17.3,12,Windows 10,3.78,90522.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1000,HDD,Nvidia,GeForce GTX 1060
469,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,98994.24,2560.0,1440.0,Intel,Core i7 6600U,2.6,256,SSD,Intel,HD Graphics 520
470,HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,106506.72,3840.0,2160.0,Intel,Core i7 8550U,1.8,512,SSD,Intel,UHD Graphics 620
471,HP,Notebook,15.6,8,Windows 10,1.9,61485.12,1920.0,1080.0,Intel,Core i5 7200U,2.5,500,HDD,AMD,FirePro W4190M 
472,Google,Ultrabook,12.3,8,Chrome OS,1.1,67932.0,2400.0,1600.0,Intel,Core i5 7Y57,1.2,128,SSD,Intel,HD Graphics 615
473,Dell,Ultrabook,13.3,8,Windows 10,1.42,98133.768,1920.0,1080.0,Intel,Core i5 8250U,1.6,256,SSD,Intel,UHD Graphics 620
474,Asus,Notebook,15.6,12,Windows 10,2.06,69210.72,3840.0,2160.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Intel,HD Graphics 530
475,Dell,Notebook,14.0,8,Windows 10,1.79,39427.2,1366.0,768.0,Intel,Core i3 6100U,2.3,128,SSD,Intel,HD Graphics 520
476,Dell,Workstation,15.6,8,Windows 10,1.78,128298.24,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,256,SSD,Nvidia,Quadro M1200
477,Lenovo,Notebook,14.0,8,Windows 10,1.7,72673.92,1920.0,1080.0,Intel,Core i5 7200U,2.5,180,SSD,Intel,HD Graphics 620
478,Dell,Notebook,15.6,8,Windows 10,2.2,35964.0,1920.0,1080.0,Intel,Core i5 8250U,1.6,1000,HDD,AMD,Radeon 520
479,Toshiba,Notebook,13.3,8,Windows 10,1.05,89084.16,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
480,Dell,Notebook,15.6,8,Windows 10,2.16,67239.36,1920.0,1080.0,Intel,Core i7 8550U,1.8,512,SSD,Nvidia,GeForce 940MX
481,Dell,Notebook,15.6,4,Windows 10,2.18,31254.048,1366.0,768.0,Intel,Core i3 7100U,2.4,1000,HDD,Intel,HD Graphics 620
482,HP,Notebook,13.3,4,Windows 10,1.49,38681.28,1920.0,1080.0,Intel,Core i5 8250U,1.6,128,SSD,Intel,UHD Graphics 620
483,Chuwi,Notebook,15.6,4,Windows 10,1.89,13261.392000000002,1920.0,1080.0,Intel,Atom x5-Z8350,1.44,64,Flash Storage,Intel,HD Graphics
484,Lenovo,Notebook,15.6,4,Windows 10,2.3,30103.2,1366.0,768.0,Intel,Core i3 6006U,2.0,128,SSD,Intel,HD Graphics 520
485,Lenovo,Notebook,14.0,8,Windows 10,1.75,55890.72,1920.0,1080.0,Intel,Core i5 8250U,1.6,256,SSD,Intel,UHD Graphics 620
486,Dell,Workstation,15.6,16,Windows 10,2.17,124568.64,1920.0,1080.0,Intel,Core i7 6820HQ,2.7,512,SSD,Nvidia,Quadro M620
487,Dell,Notebook,15.6,16,Windows 10,2.06,101178.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,512,SSD,Nvidia,GeForce GTX 1050
488,Lenovo,Ultrabook,12.5,16,Windows 10,1.36,95797.44,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
489,Asus,Ultrabook,12.5,16,Windows 10,0.91,103896.0,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
490,Lenovo,Notebook,15.6,8,Windows 10,2.3,53918.82719999999,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Nvidia,GeForce 940MX
491,Toshiba,Ultrabook,13.3,32,Windows 10,1.05,149130.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
492,Asus,Gaming,15.6,8,Windows 10,1.99,71928.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050
493,Acer,Notebook,15.6,8,Windows 10,2.2,30849.12,1366.0,768.0,AMD,A10-Series 9620P,2.5,1000,HDD,AMD,Radeon RX 540
494,Asus,Gaming,17.3,24,Windows 10,4.33,67612.31999999999,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1256,Hybrid,Nvidia,GeForce GTX 965M
495,Lenovo,Ultrabook,12.5,8,Windows 10,1.3,58554.72,1366.0,768.0,Intel,Core i5 6200U,2.3,180,SSD,Intel,HD Graphics 520
496,Lenovo,Notebook,15.6,8,Windows 10,2.17,47893.39199999999,1920.0,1080.0,Intel,Core i7 8550U,1.8,256,SSD,Intel,UHD Graphics 620
497,HP,Notebook,14.0,8,Windows 10,1.48,93186.72,1920.0,1080.0,Intel,Core i7 7600U,2.8,1000,SSD,Intel,HD Graphics 620
498,Lenovo,Notebook,13.3,8,Windows 10,1.4,50562.72,1920.0,1080.0,Intel,Core i3 7100U,2.4,256,SSD,Intel,HD Graphics 620
499,Lenovo,Notebook,15.6,8,Windows 10,2.3,48538.08,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
500,Asus,Netbook,11.6,4,Windows 10 S,1.2,18115.2,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,64,Flash Storage,Intel,HD Graphics 500
501,HP,Notebook,15.6,8,Windows 10,1.91,32979.7872,1366.0,768.0,Intel,Core i5 7200U,2.5,256,SSD,AMD,Radeon 520
502,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,85194.72,1920.0,1080.0,Intel,Core i5 8250U,1.6,256,SSD,Intel,UHD Graphics 620
503,Lenovo,Notebook,14.0,4,Windows 10,2.1,15930.72,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,500,HDD,Intel,HD Graphics 500
504,Lenovo,Netbook,11.6,4,Chrome OS,1.25,14119.2,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,16,SSD,Intel,HD Graphics 400
505,Lenovo,Notebook,13.3,8,Windows 10,1.44,50562.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
506,Asus,Notebook,15.6,8,Windows 10,2.0,65214.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,1256,Hybrid,Intel,HD Graphics 620
507,Acer,Notebook,15.6,4,Windows 10,2.2,32660.64,1920.0,1080.0,Intel,Core i5 8250U,1.6,1000,HDD,Nvidia,GeForce MX150
508,HP,Ultrabook,13.3,8,Windows 10,1.34,70489.44,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
509,Lenovo,Gaming,15.6,8,No OS,2.4,61218.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1060
